1,11,7,0,0,1,0,0,0.0911,892625,492,0,0,0,0,0
1,10,7,0,0,1,0,0,0.0931,892626,492,0,0,0,0,0
1,9,7,0,0,1,0,0,0.0976,892628,492,0,0,0,0,0
1,8,7,0,0,1,0,0,0.0941,892630,492,0,0,0,0,0
1,7,7,0,0,1,0,0,0.0934,892632,492,0,0,0,0,0
1,6,7,0,0,1,0,0,0.0918,892634,492,0,0,0,0,0
1,5,7,0,0,1,0,0,0.093,892635,492,0,0,0,0,0
1,4,7,0,0,1,0,0,0.0929,892637,492,0,0,0,0,0
1,3,7,0,0,1,0,0,0.0936,892639,492,0,0,0,0,0
1,2,7,0,0,1,0,0,0.0924,892641,492,0,0,0,0,0
1,1,7,0,0,1,0,0,0.0935,892643,492,0,0,0,0,0
1,0,7,0,0,1,0,0,0.0913,892644,492,0,0,0,0,0
